783,DELT,Delta Technology Holdings Limited,13754958.36,Basic Industries,Major Chemicals
784,DELTW,Delta Technology Holdings Limited,0.0,Basic Industries,Major Chemicals
785,DENN,Denny&#39;s Corporation,889167948.99,Consumer Services,Restaurants
786,XRAY,DENTSPLY SIRONA Inc.,14628586579.2,Health Care,Medical/Dental Instruments
787,DEPO,"Depomed, Inc.",991108929.72,Health Care,Major Pharmaceuticals
788,DERM,"Dermira, Inc.",1341033737.61,Health Care,Major Pharmaceuticals
789,DEST,Destination Maternity Corporation,69778534.92,Consumer Services,Clothing/Shoe/Accessory Stores
790,DXLG,"Destination XL Group, Inc.",137224268.1,Consumer Services,Clothing/Shoe/Accessory Stores
791,DSWL,"Deswell Industries, Inc.",29382917.37,Consumer Non-Durables,Plastic Products
792,DTRM,"Determine, Inc.",37374157.8,Technology,Computer Software: Prepackaged Software
793,DXCM,"DexCom, Inc.",6822521737.16,Health Care,Medical/Dental Instruments
794,DXTR,Dextera Surgical Inc.,10177726.2,Health Care,Medical/Dental Instruments
795,DHXM,DHX Media Ltd.,102328584.12,,
796,DHIL,"Diamond Hill Investment Group, Inc.",686974200.0,Finance,Investment Managers
797,FANG,"Diamondback Energy, Inc.",9337108683.72,Energy,Oil & Gas Production
798,DCIX,Diana Containerships Inc.,23777635.96,Transportation,Marine Transportation
799,DRNA,"Dicerna Pharmaceuticals, Inc.",59353582.86,Health Care,Major Pharmaceuticals
800,DFBG,Differential Brands Group Inc.,29438826.75,Consumer Non-Durables,Apparel
801,DFFN,Diffusion Pharmaceuticals Inc.,30416172.78,Health Care,Major Pharmaceuticals
802,DGII,Digi International Inc.,334350303.1,Technology,Computer Communications Equipment
803,DMRC,Digimarc Corporation,275786081.4,Technology,EDP Services
804,DRAD,Digirad Corporation,108414435.65,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
805,DGLY,"Digital Ally, Inc.",25012029.15,Technology,Radio And Television Broadcasting And Communications Equipment
806,APPS,"Digital Turbine, Inc.",59637435.37,Miscellaneous,Multi-Sector Companies
807,DCOM,"Dime Community Bancshares, Inc.",812792010.1,Finance,Savings Institutions
808,DMTX,"Dimension Therapeutics, Inc.",46330486.1,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
809,DIOD,Diodes Incorporated,1164089020.9,Technology,Semiconductors
810,DPRX,"Dipexium Pharmaceuticals, Inc.",12783109.05,Health Care,Major Pharmaceuticals
811,DISCA,"Discovery Communications, Inc.",10839623202.96,Consumer Services,Television Services
812,DISCB,"Discovery Communications, Inc.",10882375392.0,Consumer Services,Television Services
813,DISCK,"Discovery Communications, Inc.",10571450380.8,Consumer Services,Television Services
814,DISH,DISH Network Corporation,28470338754.2,Consumer Services,Television Services
815,DVCR,Diversicare Healthcare Services Inc.,69711025.2,Health Care,Hospital/Nursing Management
816,SAUC,"Diversified Restaurant Holdings, Inc.",47473999.08,Consumer Services,Restaurants
817,DLHC,DLH Holdings Corp.,57566056.9712,Technology,Professional Services
818,BOOM,DMC Global Inc.,221578593.3,Capital Goods,Industrial Specialties
819,DNBF,DNB Financial Corp,141471121.95,Finance,Major Banks
820,DLTR,"Dollar Tree, Inc.",18208188393.21,Consumer Services,Department/Specialty Retail Stores
821,DGICA,"Donegal Group, Inc.",446087682.56,Finance,Property-Casualty Insurers
822,DGICB,"Donegal Group, Inc.",432528118.2668,Finance,Property-Casualty Insurers
823,DMLP,"Dorchester Minerals, L.P.",501543296.85,Energy,Oil & Gas Production
824,DORM,"Dorman Products, Inc.",2823533583.97,Capital Goods,Auto Parts:O.E.M.
825,EAGL,Double Eagle Acquisition Corp.,628125000.0,Finance,Business Services
826,EAGLU,Double Eagle Acquisition Corp.,0.0,Finance,Business Services
827,EAGLW,Double Eagle Acquisition Corp.,0.0,Finance,Business Services
828,DRWI,DragonWave Inc,8749494.6,Public Utilities,Telecommunications Equipment
829,DRYS,DryShips Inc.,49667801.9,Transportation,Marine Transportation
830,DSPG,"DSP Group, Inc.",220548806.4,Technology,Semiconductors
831,DLTH,Duluth Holdings Inc.,635536090.28,Consumer Services,Clothing/Shoe/Accessory Stores
832,DNKN,"Dunkin&#39; Brands Group, Inc.",5037244447.84,Consumer Services,Restaurants
833,DRRX,DURECT Corporation,136378109.2596,Health Care,Major Pharmaceuticals
834,DXPE,"DXP Enterprises, Inc.",608856791.28,Capital Goods,Industrial Machinery/Components
835,DYSL,Dynasil Corporation of America,20352394.8,Capital Goods,Industrial Machinery/Components
836,DYNT,Dynatronics Corporation,8958093.9,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
837,DVAX,Dynavax Technologies Corporation,240797875.0,Health Care,Major Pharmaceuticals
838,ETFC,E*TRADE Financial Corporation,9744208400.025,Finance,Savings Institutions
839,EBMT,"Eagle Bancorp Montana, Inc.",74322475.5,Finance,Major Banks
840,EGBN,"Eagle Bancorp, Inc.",2145203742.5,Finance,Major Banks
841,EGLE,Eagle Bulk Shipping Inc.,380359934.07,Transportation,Marine Transportation
842,EGRX,"Eagle Pharmaceuticals, Inc.",1206967624.72,Health Care,Major Pharmaceuticals
843,EWBC,"East West Bancorp, Inc.",7922012697.2,Finance,Major Banks
844,EACQ,Easterly Acquisition Corp.,248750000.0,Capital Goods,Building Products
845,EACQU,Easterly Acquisition Corp.,0.0,Capital Goods,Building Products
846,EACQW,Easterly Acquisition Corp.,0.0,Capital Goods,Building Products
847,EML,Eastern Company (The),119769596.05,Capital Goods,Industrial Machinery/Components
848,EVBS,"Eastern Virginia Bankshares, Inc.",141265782.0,Finance,Major Banks
849,EVGBC,Eaton Vance NextShares Trust,0.0,,
850,EVSTC,Eaton Vance NextShares Trust,0.0,,
851,EVLMC,Eaton Vance NextShares Trust II,0.0,,
852,EBAY,eBay Inc.,36676817357.74,Miscellaneous,Business Services
853,EBAYL,eBay Inc.,0.0,Miscellaneous,Business Services
854,EBIX,"Ebix, Inc.",2092391929.35,Technology,EDP Services
855,ELON,Echelon Corporation,25039144.55,Technology,Computer Communications Equipment
856,ECHO,"Echo Global Logistics, Inc.",613505731.1,Transportation,Oil Refining/Marketing
857,SATS,EchoStar Corporation,5071188146.31,Technology,Radio And Television Broadcasting And Communications Equipment
858,EEI,"Ecology and Environment, Inc.",42511609.8,Consumer Services,Military/Government/Technical
859,ESES,"Eco-Stim Energy Solutions, Inc.",12888553.938,Energy,Oilfield Services/Equipment
860,EDAP,EDAP TMS S.A.,82855325.4,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
861,EDGE,"Edge Therapeutics, Inc.",256786680.72,Health Care,Major Pharmaceuticals
862,EDGW,"Edgewater Technology, Inc.",84366331.8,Technology,"Computer Software: Programming, Data Processing"
863,EDIT,"Editas Medicine, Inc.",807163710.72,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
864,EDUC,Educational Development Corporation,36332318.7,Consumer Durables,Consumer Specialties
865,EGAN,eGain Corporation,48789847.8,Technology,Computer Software: Prepackaged Software
866,EGLT,Egalet Corporation,125441842.5,Health Care,Major Pharmaceuticals
867,EHTH,"eHealth, Inc.",208359792.16,Finance,Specialty Insurers
868,EIGR,"Eiger BioPharmaceuticals, Inc.",98190743.25,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
869,EKSO,"Ekso Bionics Holdings, Inc.",72644783.88,Capital Goods,Industrial Machinery/Components
870,LOCO,"El Pollo Loco Holdings, Inc.",469380018.4,Consumer Services,Restaurants
871,EMITF,Elbit Imaging Ltd.,30421574.48,Consumer Services,Building operators
872,ESLT,Elbit Systems Ltd.,5057620701.36,Capital Goods,Military/Government/Technical
873,ERI,"Eldorado Resorts, Inc.",857324540.8,Consumer Services,Hotels/Resorts
874,ESIO,"Electro Scientific Industries, Inc.",219871940.06,Miscellaneous,Industrial Machinery/Components
875,EA,Electronic Arts Inc.,26892997335.48,Technology,Computer Software: Prepackaged Software
876,EFII,"Electronics for Imaging, Inc.",2145151793.4,Technology,Computer Communications Equipment
877,ELSE,"Electro-Sensors, Inc.",13242531.9,Capital Goods,Industrial Machinery/Components
878,ELEC,Electrum Special Acquisition Corporation,250250000.0,Finance,Business Services
879,ELECU,Electrum Special Acquisition Corporation,261250000.0,Finance,Business Services
880,ELECW,Electrum Special Acquisition Corporation,0.0,Finance,Business Services
881,EBIO,"Eleven Biotherapeutics, Inc.",44598598.96,Health Care,Major Pharmaceuticals
882,DWAC,Elkhorn Commodity Rotation Strategy ETF,6135049.08,,
883,CAPX,Elkhorn S&P 500 Capital Expenditures Portfolio,2852720.0,,
884,ESBK,Elmira Savings Bank NY (The),58833750.0,Finance,Major Banks
885,ELTK,Eltek Ltd.,8012781.98,Technology,Electrical Products
886,EMCI,EMC Insurance Group Inc.,589562022.3,Finance,Property-Casualty Insurers
887,EMCF,Emclaire Financial Corp,60793351.71,Finance,Major Banks
888,EMKR,EMCORE Corporation,247236045.3,Technology,Semiconductors
889,EMMS,Emmis Communications Corporation,32106339.3,Consumer Services,Broadcasting
890,NYNY,"Empire Resorts, Inc.",719695838.4,Consumer Services,Restaurants
891,ERS,"Empire Resources, Inc.",41175435.0,Basic Industries,Metal Fabrications
892,ENTA,"Enanta Pharmaceuticals, Inc.",547436426.25,Health Care,Major Pharmaceuticals
893,ECPG,Encore Capital Group Inc,821701963.2,Finance,Finance Companies
894,WIRE,Encore Wire Corporation,994303091.6,Capital Goods,Metal Fabrications
895,ENDP,Endo International plc,2731233270.5,Health Care,Major Pharmaceuticals
896,ECYT,"Endocyte, Inc.",102288726.98,Health Care,Major Pharmaceuticals
897,ELGX,"Endologix, Inc.",565346454.15,Health Care,Medical/Dental Instruments
898,NDRAU,ENDRA Life Sciences Inc.,0.0,,
899,EIGI,"Endurance International Group Holdings, Inc.",1137120640.0,Technology,Computer Software: Prepackaged Software
900,WATT,Energous Corporation,277971860.76,Technology,Radio And Television Broadcasting And Communications Equipment
901,EFOI,"Energy Focus, Inc.",37122440.33,Consumer Durables,Building Products
902,ERII,"Energy Recovery, Inc.",457293715.475,Technology,Industrial Machinery/Components
903,EXXI,"Energy XXI Gulf Coast, Inc.",963136226.0,,
904,ENOC,"EnerNOC, Inc.",169986355.0,Technology,"Computer Software: Programming, Data Processing"
905,ENG,ENGlobal Corporation,62387646.84,Consumer Services,Military/Government/Technical
906,ENPH,"Enphase Energy, Inc.",91006741.56,Technology,Semiconductors
907,ESGR,Enstar Group Limited,3788715956.6,Finance,Property-Casualty Insurers
908,ENFC,Entegra Financial Corp.,149077027.5,Finance,Banks
909,ENTG,"Entegris, Inc.",2993874197.2,Consumer Non-Durables,Plastic Products
910,ENTL,"Entellus Medical, Inc.",294255091.9,Health Care,Medical/Dental Instruments
911,ETRM,EnteroMedics Inc.,25072975.52,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
912,EBTC,Enterprise Bancorp Inc,377207639.54,Finance,Major Banks
913,EFSC,Enterprise Financial Services Corporation,1033490688.3,Finance,Major Banks
914,EGT,Entertainment Gaming Asia Incorporated,25008636.38,Consumer Durables,Miscellaneous manufacturing industries
915,ENZY,Enzymotec Ltd.,210422311.5,Consumer Durables,Specialty Chemicals
916,EPZM,"Epizyme, Inc.",870170520.0,Health Care,Major Pharmaceuticals
917,PLUS,ePlus inc.,909840009.5,Technology,Retail: Computer Software & Peripheral Equipment
918,EQIX,"Equinix, Inc.",26913425502.18,Consumer Services,Real Estate Investment Trusts
919,EQFN,Equitable Financial Corp.,34619067.42,Finance,Savings Institutions
920,EQBK,"Equity Bancshares, Inc.",378675585.36,Finance,Major Banks
921,ERIC,Ericsson,2059814750.4,Technology,Radio And Television Broadcasting And Communications Equipment
922,ERIE,Erie Indemnity Company,6328119825.36,Finance,Specialty Insurers
923,ESCA,"Escalade, Incorporated",189567206.75,Consumer Non-Durables,Recreational Products/Toys
924,ESPR,"Esperion Therapeutics, Inc.",704856656.25,Health Care,Major Pharmaceuticals
925,ESSA,"ESSA Bancorp, Inc.",180289298.56,Finance,Banks
926,EPIX,ESSA Pharma Inc.,64618371.0912,Health Care,Major Pharmaceuticals
927,ESND,Essendant Inc.,566591321.52,Consumer Services,Paper
928,ETSY,"Etsy, Inc.",1177646092.38,Miscellaneous,Business Services
929,CLWT,Euro Tech Holdings Company Limited,8041445.1,Consumer Durables,Diversified Electronic Products
930,EEFT,"Euronet Worldwide, Inc.",4341985079.65,Finance,Investment Bankers/Brokers/Service
931,ESEA,Euroseas Ltd.,15066423.24,Transportation,Marine Transportation
932,EVEP,"EV Energy Partners, L.P.",77016685.98,Energy,Oil & Gas Production
933,EVBG,"Everbridge, Inc.",500881374.9,,
934,EVK,"Ever-Glory International Group, Inc.",36969850.0,Consumer Non-Durables,Apparel
935,MRAM,"Everspin Technologies, Inc.",112608133.28,Technology,Semiconductors
936,EVLV,EVINE Live Inc.,86650935.07,Consumer Services,Catalog/Specialty Distribution
937,EVGN,Evogene Ltd.,128826633.54,Basic Industries,Agricultural Chemicals
938,EVOK,"Evoke Pharma, Inc.",41497209.6,Health Care,Major Pharmaceuticals
939,EVOL,"Evolving Systems, Inc.",54178629.05,Technology,EDP Services
940,EXA,Exa Corporation,234950745.82,Technology,Computer Software: Prepackaged Software
941,EXAS,Exact Sciences Corporation,2445450194.88,Health Care,Biotechnology: Commercial Physical & Biological Resarch
942,EXAC,"Exactech, Inc.",347529486.5,Health Care,Industrial Specialties
943,EXEL,"Exelixis, Inc.",6713201428.04,Health Care,Biotechnology: Commercial Physical & Biological Resarch
944,EXFO,EXFO Inc,124950727.55,Capital Goods,Electrical Products
945,EXLS,"ExlService Holdings, Inc.",1553954916.89,Miscellaneous,Business Services
946,EXPE,"Expedia, Inc.",17994983566.56,Consumer Services,Transportation Services
947,EXPD,"Expeditors International of Washington, Inc.",10176821301.5,Transportation,Oil Refining/Marketing
948,EXPO,"Exponent, Inc.",1497426723.0,Consumer Services,Professional Services
949,ESRX,Express Scripts Holding Company,43357437600.0,Health Care,Medical/Nursing Services
950,XOG,"Extraction Oil & Gas, Inc.",3093022890.0,Energy,Oil & Gas Production
951,EXTR,"Extreme Networks, Inc.",665251121.1,Technology,Computer Communications Equipment
952,EYEG,"Eyegate Pharmaceuticals, Inc.",29885858.36,Health Care,Major Pharmaceuticals
953,EYEGW,"Eyegate Pharmaceuticals, Inc.",0.0,Health Care,Major Pharmaceuticals
954,EZPW,"EZCORP, Inc.",488628774.0,Consumer Services,Other Specialty Stores
955,FFIV,"F5 Networks, Inc.",9256211126.89,Technology,Computer Communications Equipment
956,FB,"Facebook, Inc.",396418739584.78,Technology,"Computer Software: Programming, Data Processing"
957,FRP,"FairPoint Communications, Inc.",429117764.6,Public Utilities,Telecommunications Equipment
958,FALC,"FalconStor Software, Inc.",26177462.721,Technology,Computer Software: Prepackaged Software
959,DAVE,"Famous Dave&#39;s of America, Inc.",39032293.08,Consumer Services,Restaurants
960,FANH,Fanhua Inc.,300272785.2,Finance,Specialty Insurers
961,FARM,Farmer Brothers Company,549278328.9,Consumer Non-Durables,Packaged Foods
962,FFKT,Farmers Capital Bank Corporation,290632588.2,Finance,Major Banks
963,FMNB,Farmers National Banc Corp.,377314912.8,Finance,Major Banks
964,FARO,"FARO Technologies, Inc.",576321329.05,Capital Goods,Industrial Machinery/Components
965,FAST,Fastenal Company,14983715863.2,Consumer Services,RETAIL: Building Materials
966,FATE,"Fate Therapeutics, Inc.",173823325.2,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
967,FBSS,"Fauquier Bankshares, Inc.",70790745.96,Finance,Major Banks
968,FBRC,FBR & Co,127398276.0,Finance,Investment Bankers/Brokers/Service
969,FNHC,Federated National Holding Company,290250949.71,Finance,Property-Casualty Insurers
970,FHCO,Female Health Company (The),31338249.0,Basic Industries,Specialty Chemicals
971,FENX,"Fenix Parts, Inc.",39881043.18,Consumer Services,Motor Vehicles
972,GSM,Ferroglobe PLC,1831794710.98,Capital Goods,Metal Fabrications
973,FCSC,Fibrocell Science Inc,29021907.9048,Health Care,Major Pharmaceuticals
974,FGEN,"FibroGen, Inc",1670584909.5,Health Care,Major Pharmaceuticals
975,ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,763983000.0,,
976,LION,Fidelity Southern Corporation,615846078.12,Finance,Major Banks
977,FDUS,Fidus Investment Corporation,386735007.0,,
978,FRGI,"Fiesta Restaurant Group, Inc.",532322841.6,Consumer Services,Restaurants
979,FSAM,Fifth Street Asset Management Inc.,259660947.0,Finance,Investment Managers
980,FSC,Fifth Street Finance Corp.,617407651.38,,
981,FSCFL,Fifth Street Finance Corp.,0.0,,
982,FSFR,Fifth Street Senior Floating Rate Corp.,267263585.76,,
983,FITB,Fifth Third Bancorp,20904078704.64,Finance,Major Banks
984,FITBI,Fifth Third Bancorp,527220000.0,Finance,Major Banks
985,FNGN,"Financial Engines, Inc.",2815577808.5,Finance,Investment Managers
986,FISI,"Financial Institutions, Inc.",503014800.0,Finance,Major Banks
987,FNSR,Finisar Corporation,3816729154.48,Technology,Semiconductors
988,FNJN,"Finjan Holdings, Inc.",34232505.9828,Miscellaneous,Multi-Sector Companies
989,FNTEU,FinTech Acquisition Corp. II,0.0,Finance,Business Services
990,FEYE,"FireEye, Inc.",1963232673.5,Technology,Computer peripheral equipment
991,FBNC,First Bancorp,626350213.54,Finance,Major Banks
992,FNLC,"First Bancorp, Inc (ME)",294504619.72,Finance,Major Banks
993,FRBA,First Bank,99375759.0,,
994,BUSE,First Busey Corporation,1171800195.1,Finance,Major Banks
995,FBIZ,"First Business Financial Services, Inc.",217286290.08,Finance,Major Banks
996,FCAP,"First Capital, Inc.",109304828.0,Finance,Savings Institutions
997,FCFS,"First Cash, Inc.",2144024560.6,Consumer Services,Other Specialty Stores
998,FCNCA,"First Citizens BancShares, Inc.",4384158137.15,Finance,Major Banks
999,FCBC,"First Community Bancshares, Inc.",469040140.8,Finance,Major Banks
1000,FCCO,First Community Corporation,139428993.6,Finance,Major Banks
1001,FCFP,"First Community Financial Partners, Inc.",227602914.0,Finance,Major Banks
1002,FBNK,"First Connecticut Bancorp, Inc.",383134521.8,Finance,Banks
1003,FDEF,First Defiance Financial Corp.,447802550.0,Finance,Savings Institutions
1004,FFBC,First Financial Bancorp.,1726635917.15,Finance,Major Banks
1005,FFBCW,First Financial Bancorp.,0.0,Finance,Major Banks
1006,FFIN,"First Financial Bankshares, Inc.",2912833649.1,Finance,Major Banks
1007,THFF,First Financial Corporation Indiana,580041081.2,Finance,Major Banks
1008,FFNW,"First Financial Northwest, Inc.",221390200.24,Finance,Major Banks
1009,FFWM,First Foundation Inc.,522485056.0,Finance,Major Banks
1010,FGBI,"First Guaranty Bancshares, Inc.",188327551.5,Finance,Savings Institutions
1011,FHB,"First Hawaiian, Inc.",4451027862.6,Finance,Major Banks
1012,INBK,First Internet Bancorp,203086867.5,Finance,Major Banks
1013,INBKL,First Internet Bancorp,0.0,Finance,Major Banks
1014,FIBK,"First Interstate BancSystem, Inc.",1963272580.2,Finance,Major Banks
1015,FRME,First Merchants Corporation,1641008276.67,Finance,Major Banks
1016,FMBH,"First Mid-Illinois Bancshares, Inc.",420813066.36,Finance,Major Banks
1017,FMBI,"First Midwest Bancorp, Inc.",2512946353.29,Finance,Major Banks
1018,FNBC,First NBC Bank Holding Company,83654462.85,Finance,Major Banks
1019,FNWB,First Northwest Bancorp,187656926.24,Finance,Banks
1020,FSFG,"First Savings Financial Group, Inc.",107151266.8768,Finance,Savings Institutions
1021,FSLR,"First Solar, Inc.",3600986755.51,Technology,Semiconductors
1022,FSBK,First South Bancorp Inc,110710942.1,Finance,Major Banks
1023,FAAR,First Trust Alternative Absolute Return Strategy ETF,2887057.74,,
1024,FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,37500060.0,,
1025,BICK,First Trust BICK Index Fund,8403548.02,,
1026,FBZ,First Trust Brazil AlphaDEX Fund,137357532.9,,
1027,FCAN,First Trust Canada AlphaDEX Fund,19080847.702,,
1028,FTCS,First Trust Capital Strength ETF,362461087.34,,
1029,FCEF,First Trust CEF Income Opportunity ETF,17894380.5,,
1030,FCA,First Trust China AlphaDEX Fund,4349103.4906,,
1031,SKYY,First Trust Cloud Computing ETF,742755076.18,,
1032,FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,180451190.4,,
1033,FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,7038070.38,,
1034,FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,280736045.28,,
1035,FV,First Trust Dorsey Wright Focus 5 ETF,2596746048.56,,
1036,IFV,First Trust Dorsey Wright International Focus 5 ETF,467532038.48,,
1037,FEM,First Trust Emerging Markets AlphaDEX Fund,185168045.44,,
1038,FEMB,First Trust Emerging Markets Local Currency Bond ETF,24768022.5598,,
1039,FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,129027570.7,,
1040,FTSM,First Trust Enhanced Short Maturity ETF,614880942.76,,
1041,FEP,First Trust Europe AlphaDEX Fund,253626061.86,,
1042,FEUZ,First Trust Eurozone AlphaDEX ETF,6820068.2,,
1043,FGM,First Trust Germany AlphaDEX Fund,119660077.2,,
1044,FTGC,First Trust Global Tactical Commodity Strategy Fund,140287746.98,,
1045,FTHI,First Trust High Income ETF,45415417.38,,
1046,HYLS,First Trust High Yield Long/Short ETF,1159366598.46,,
1047,FHK,First Trust Hong Kong AlphaDEX Fund,8792570.34,,
1048,FTAG,First Trust Indxx Global Agriculture ETF,4635382.768,,
1049,FTRI,First Trust Indxx Global Natural Resources Income ETF,10192522.65,,
1050,FPXI,First Trust International IPO ETF,1377055.08,,
1051,YDIV,First Trust International Multi-Asset Diversified Income Index,9262033.68,,
1052,FJP,First Trust Japan AlphaDEX Fund,50510101.02,,
1053,FEX,First Trust Large Cap Core AlphaDEX Fund,1565905604.22,,
1054,FTC,First Trust Large Cap Growth AlphaDEX Fund,613139605.26,,
1055,FTA,First Trust Large Cap Value AlphaDEX Fund,1013376099.84,,
1056,FLN,First Trust Latin America AlphaDEX Fund,149703043.08,,
1057,FTLB,First Trust Low Beta Income ETF,5302267.4178,,
1058,LMBS,First Trust Low Duration Opportunities ETF,427220104.2,,
1059,FMB,First Trust Managed Municipal ETF,92304102.56,,
1060,FMK,First Trust Mega Cap AlphaDEX Fund,16494559.98,,
1061,FNX,First Trust Mid Cap Core AlphaDEX Fund,758144118.46,,
1062,FNY,First Trust Mid Cap Growth AlphaDEX Fund,92152292.0198,,
1063,FNK,First Trust Mid Cap Value AlphaDEX Fund,76725068.2,,
1064,FAD,First Trust Multi Cap Growth AlphaDEX Fund,92591347.2318,,
1065,FAB,First Trust Multi Cap Value AlphaDEX Fund,118039604.924,,
1066,MDIV,First Trust Multi-Asset Diversified Income Index Fund,880768039.32,,
1067,MCEF,First Trust Municipal CEF Income Opportunity ETF,7372676.8632,,
1068,QABA,First Trust NASDAQ ABA Community Bank Index Fund,491730106.32,,
1069,FTXO,First Trust Nasdaq Bank ETF,26435610.6538,,
1070,QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,55418413.0856,,
1071,GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index,22363081.32,,
1072,CIBR,First Trust NASDAQ Cybersecurity ETF,189720042.16,,
1073,FTXG,First Trust Nasdaq Food & Beverage ETF,5160016.2798,,
1074,CARZ,First Trust NASDAQ Global Auto Index Fund,18180072.72,,
1075,FTXN,First Trust Nasdaq Oil & Gas ETF,2119042.38,,
1076,FTXH,First Trust Nasdaq Pharmaceuticals ETF,2016380.3268,,
1077,FTXD,First Trust Nasdaq Retail ETF,1983539.67,,
1078,FTXL,First Trust Nasdaq Semiconductor ETF,9689208.4458,,
1079,FONE,First Trust NASDAQ Smartphone Index Fund,11252665.0206,,
1080,TDIV,First Trust NASDAQ Technology Dividend Index Fund,696678300.0,,
1081,FTXR,First Trust Nasdaq Transportation ETF,2390047.8,,
1082,QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,455769102.42,,
1083,QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,100104613.9818,,
1084,QTEC,First Trust NASDAQ-100- Technology Index Fund,1829930118.06,,
1085,AIRR,First Trust RBA American Industrial Renaissance ETF,202105048.7,,
1086,QINC,First Trust RBA Quality Income ETF,28332047.22,,
1087,RDVY,First Trust Rising Dividend Achievers ETF,119660553.78,,
1088,RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,8148108.64,,
1089,RFDI,First Trust RiverFront Dynamic Developed International ETF,93568110.08,,
1090,RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,23508117.54,,
1091,RFEU,First Trust RiverFront Dynamic Europe ETF,27256209.0244,,
1092,FTSL,First Trust Senior Loan Fund ETF,1127173597.38,,
1093,FYX,First Trust Small Cap Core AlphaDEX Fund,532837609.3,,
1094,FYC,First Trust Small Cap Growth AlphaDEX Fund,105864573.01,,
1095,FYT,First Trust Small Cap Value AlphaDEX Fund,118369568.62,,
1096,FKO,First Trust South Korea AlphaDEX Fund,4692046.92,,
1097,FCVT,First Trust SSI Strategic Convertible Securities ETF,25488458.6598,,
1098,FDIV,First Trust Strategic Income ETF,89250102.0,,
1099,FSZ,First Trust Switzerland AlphaDEX Fund,124459587.34,,
1100,FTW,First Trust Taiwan AlphaDEX Fund,3371067.42,,
1101,FIXD,First Trust TCW Opportunistic Fixed Income ETF,50120100.24,,
1102,TUSA,First Trust Total US Market AlphaDEX ETF,8764948.4326,,
1103,FKU,First Trust United Kingdom AlphaDEX Fund,28823567.82,,
1104,FUNC,First United Corporation,90931903.02,Finance,Major Banks
1105,FUSB,"First US Bancshares, Inc.",79768946.4,Finance,Major Banks
1106,SVVC,"Firsthand Technology Value Fund, Inc.",62715082.68,,
1107,FSV,FirstService Corporation,1960560885.6,Finance,Real Estate
1108,FISV,"Fiserv, Inc.",25211264125.0,Technology,EDP Services
1109,FIVE,"Five Below, Inc.",2142078806.4,Consumer Services,Department/Specialty Retail Stores
1110,FPRX,"Five Prime Therapeutics, Inc.",1224017377.86,Health Care,Major Pharmaceuticals
1111,FVE,"Five Star Quality Care, Inc.",113879097.3,Health Care,Hospital/Nursing Management
1112,FIVN,"Five9, Inc.",876229361.01,Technology,EDP Services
1113,FLEX,Flex Ltd.,8836498082.62,Technology,Electrical Products
1114,FLKS,"Flex Pharma, Inc.",75835889.8,Health Care,Major Pharmaceuticals
1115,FLXN,"Flexion Therapeutics, Inc.",584131831.18,Health Care,Major Pharmaceuticals
1116,SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,40017010.0212,,
1117,LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,12515050.06,,
1118,MBSD,FlexShares Disciplined Duration MBS Index Fund,33586023.99,,
1119,ASET,FlexShares Real Assets Allocation Index Fund,1971701.289,,
1120,ESGG,FlexShares STOXX Global ESG Impact Index Fund,8294832.9475,,
1121,ESG,FlexShares STOXX US ESG Impact Index Fund,5606056.06,,
1122,QLC,FlexShares US Quality Large Cap Index Fund,8886029.62,,
1123,FPAY,"FlexShopper, Inc.",26177040.0,Technology,Diversified Commercial Services
1124,FLXS,"Flexsteel Industries, Inc.",403606892.58,Consumer Durables,Home Furnishings
1125,FLIR,"FLIR Systems, Inc.",4968382137.84,Capital Goods,Industrial Machinery/Components
1126,FLDM,Fluidigm Corporation,174417658.6,Capital Goods,Biotechnology: Laboratory Analytical Instruments
1127,FFIC,Flushing Financial Corporation,812029157.44,Finance,Major Banks
1128,FOMX,Foamix Pharmaceuticals Ltd.,368542781.89,Consumer Durables,Specialty Chemicals
1129,FOGO,"Fogo de Chao, Inc.",386729103.75,Consumer Services,Restaurants
1130,FONR,Fonar Corporation,114423545.6,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
